first_name,last_name,college_PER,college_TS%,college_eFG%,college_3PAr,college_FTr,college_PProd,college_ORB%,college_DRB%,college_TRB%,college_AST%,college_STL%,college_BLK%,college_TOV%,college_USG%,college_OWS,college_DWS,college_WS,college_WS_40,college_OBPM,college_DBPM,college_BPM
markelle,fultz,27.9,0.557999999999999,0.535,0.287,0.38299999999999895,582,4.0,13.9,8.9,35.5,2.4,3.1,13.4,31.4,3.3,0.5,3.8,0.172,7.7,1.4,9.1
lonzo,ball,24.7,0.6729999999999989,0.667999999999999,0.5660000000000001,0.28600000000000003,609,3.2,14.3,9.3,31.4,2.8,2.1,18.6,18.1,4.8,2.0,6.8,0.214,8.7,3.5,12.2
jayson,tatum,22.0,0.5660000000000001,0.507,0.321,0.381,467,4.8,19.7,12.6,12.4,2.3,3.2,15.0,26.2,2.3,1.8,4.1,0.16899999999999898,3.5,4.1,7.5
josh,jackson,24.1,0.558999999999999,0.552,0.21,0.40299999999999897,572,8.7,17.4,13.3,18.2,3.1,3.5,15.9,27.2,2.7,2.2,4.9,0.18,5.1,5.7,10.7
deaaron,fox,22.6,0.5489999999999989,0.498,0.154,0.474,608,2.0,12.2,7.2,28.6,2.7,0.7,13.7,27.6,3.0,2.1,5.1,0.192,5.1,3.7,8.7
jonathan,isaac,24.6,0.614,0.568,0.348,0.461,364,7.7,25.0,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,4.7,6.2,10.9
lauri,markkanen,25.0,0.635,0.584,0.434,0.436,534,10.0,17.5,14.0,5.6,0.8,1.8,8.1,22.4,4.9,1.8,6.7,0.235,7.8,1.5,9.3
dennis,smithjr,23.1,0.563,0.52,0.364,0.47600000000000003,621,2.7,11.5,7.3,34.2,3.1,1.2,17.3,27.2,3.1,0.9,4.0,0.142,6.3,1.0,7.3
zach,collins,30.9,0.703,0.6759999999999989,0.10099999999999901,0.715,360,12.0,23.2,18.3,4.4,1.5,9.8,17.8,24.8,2.6,2.4,5.0,0.298,4.0,7.5,11.5
malik,monk,21.5,0.586,0.5429999999999989,0.47,0.32299999999999895,661,1.1,7.2,4.2,13.3,1.6,1.5,10.4,27.2,3.9,1.9,5.8,0.188999999999999,6.7,1.3,8.0
luke,kennard,24.4,0.629,0.579,0.414,0.386,673,3.9,12.1,8.2,13.6,1.3,0.9,9.3,24.0,5.5,1.6,7.2,0.218,8.4,1.2,9.5
donovan,mitchell,21.7,0.534,0.498,0.509,0.243,503,3.7,12.9,8.3,16.0,3.7,1.7,10.2,24.6,3.0,2.4,5.4,0.19699999999999898,6.8,4.8,11.6
edrice,adebayo,22.0,0.624,0.599,0.0,0.831,489,11.2,17.2,14.2,4.7,1.2,4.9,13.9,18.5,3.3,2.3,5.6,0.196,4.2,5.3,9.5
justin,jackson,21.3,0.555,0.531,0.47700000000000004,0.22,660,4.8,10.8,7.8,15.8,1.3,0.8,9.5,25.7,4.3,1.8,6.1,0.19,7.5,1.9,9.4
justin,patton,25.3,0.670999999999999,0.6890000000000001,0.051,0.294,406,8.0,19.0,13.8,8.5,1.9,5.9,15.1,22.0,2.5,1.8,4.3,0.195,4.4,6.2,10.6
dj,wilson,20.9,0.628,0.605,0.361,0.19699999999999898,406,6.7,16.4,11.6,8.5,1.1,5.2,11.2,18.3,3.2,1.6,4.8,0.166,5.1,4.3,9.4
tj,leaf,26.6,0.66,0.652,0.152,0.278,536,9.0,19.7,14.9,13.2,1.1,3.5,10.8,22.0,4.2,1.6,5.8,0.22,6.7,3.0,9.7
john,collins,35.9,0.657999999999999,0.622,0.003,0.585,579,16.4,25.6,21.1,4.5,1.3,6.6,11.1,29.9,4.6,1.0,5.6,0.256,6.6,1.3,7.9
harry,giles,19.8,0.57,0.5770000000000001,0.0,0.308,113,16.4,21.5,19.1,5.6,1.7,5.3,16.8,17.9,0.6,0.6,1.2,0.163999999999999,1.9,4.4,6.3
jarrett,allen,20.2,0.5710000000000001,0.5660000000000001,0.022000000000000002,0.47200000000000003,427,10.9,18.9,15.0,5.5,1.0,5.0,17.8,22.6,1.5,1.7,3.3,0.12300000000000001,0.8,4.6,5.5
og,anunoby,23.8,0.611,0.615,0.369,0.39299999999999896,167,8.5,16.1,12.5,11.0,3.0,5.5,15.2,20.8,1.1,0.7,1.7,0.172,5.4,4.7,10.1
tyler,lydon,20.3,0.599,0.55,0.389,0.364,446,7.7,19.2,13.7,10.8,1.7,4.7,13.6,18.0,3.1,1.7,4.8,0.156,4.7,4.2,8.9
caleb,swanigan,26.2,0.62,0.5720000000000001,0.20199999999999899,0.499,640,10.7,32.6,22.5,18.7,0.8,2.5,18.5,28.1,3.7,2.6,6.4,0.223999999999999,5.0,5.6,10.6
kyle,kuzma,25.1,0.565,0.542,0.233,0.35200000000000004,481,11.3,23.3,17.7,15.2,1.1,1.6,12.8,27.0,2.8,1.8,4.6,0.204,4.6,2.0,6.6
tony,bradley,26.1,0.59,0.573,0.0,0.59,270,18.7,18.9,18.8,7.2,1.0,4.4,9.9,20.7,2.1,1.0,3.1,0.225,5.8,4.0,9.8
derrick,white,27.3,0.627,0.578,0.35600000000000004,0.45,602,3.5,10.5,7.0,28.6,2.2,4.9,14.2,25.3,4.5,1.4,5.9,0.21100000000000002,8.6,3.2,11.8
josh,hart,28.2,0.619,0.59,0.395,0.36700000000000005,648,5.9,17.5,12.2,18.8,2.8,1.0,11.5,27.8,5.1,2.6,7.7,0.257,8.2,4.0,12.1
frank,jackson,17.1,0.598,0.564,0.45899999999999896,0.363,371,3.1,8.3,5.8,12.6,1.3,0.2,12.9,21.1,2.4,0.9,3.3,0.14800000000000002,5.1,0.2,5.3
davon,reed,19.7,0.58,0.539,0.535,0.29,461,2.9,13.0,8.1,14.4,2.3,1.5,13.7,22.2,2.9,1.9,4.8,0.163,5.3,3.3,8.5
wesley,iwundu,20.1,0.585,0.532,0.271,0.506,466,4.1,19.9,12.3,22.9,1.9,1.2,17.2,22.3,2.6,1.8,4.4,0.16,4.2,3.4,7.6
frank,mason,25.5,0.622,0.573,0.354,0.484,746,2.0,10.4,6.4,26.1,2.0,0.2,12.4,25.6,5.8,1.7,7.5,0.23,9.2,1.5,10.7
ivan,rabb,21.7,0.541,0.49700000000000005,0.064,0.599,432,10.7,25.7,18.3,10.9,1.3,3.3,14.3,23.8,2.1,2.4,4.6,0.18100000000000002,1.5,5.2,6.7
semi,ojeleye,26.4,0.621,0.5720000000000001,0.39899999999999897,0.508,593,8.2,15.0,11.8,9.3,0.8,1.6,8.6,25.8,5.5,2.2,7.7,0.257,7.9,0.2,8.1
jordan,bell,26.3,0.657999999999999,0.640999999999999,0.052000000000000005,0.435,446,12.3,22.3,17.6,11.4,2.5,8.4,18.8,18.0,3.2,3.0,6.2,0.222,4.6,9.0,13.6
jawun,evans,27.3,0.535,0.475,0.19699999999999898,0.396,659,2.8,10.9,6.8,43.6,3.3,0.5,13.6,32.7,4.0,0.8,4.8,0.20600000000000002,7.7,1.4,9.1
dwayne,bacon,20.8,0.544,0.51,0.35,0.282,545,4.0,12.0,8.1,11.6,1.9,0.4,11.4,29.4,2.5,1.3,3.8,0.151,3.8,0.5,4.3
tyler,dorsey,19.6,0.606,0.575,0.514,0.342999999999999,510,3.5,9.5,6.7,10.7,1.5,0.4,11.1,22.9,3.5,1.7,5.2,0.17800000000000002,5.7,0.6,6.3
thomas,bryant,21.6,0.601,0.56,0.21100000000000002,0.519,419,9.7,17.2,13.7,9.8,1.6,5.7,18.0,22.2,2.4,1.4,3.8,0.159,3.6,3.9,7.5
damyean,dotson,23.9,0.611,0.595,0.5670000000000001,0.12300000000000001,482,5.1,18.1,11.5,6.9,1.6,0.6,6.7,23.1,3.9,2.0,5.9,0.215,7.4,0.5,7.9
dillon,brooks,25.6,0.585,0.556,0.336,0.299,526,4.9,9.6,7.4,23.1,2.5,2.2,13.0,31.6,3.1,1.6,4.7,0.214,6.6,2.1,8.6
sterling,brown,21.8,0.583,0.546,0.387,0.313,463,6.0,16.9,11.7,17.9,2.8,2.2,14.6,21.9,3.3,2.7,6.0,0.21100000000000002,5.4,4.3,9.6
ike,anigbogu,17.1,0.564,0.564,0.0,0.426,139,13.2,19.9,16.9,2.3,0.7,8.8,16.5,18.4,0.6,0.7,1.3,0.133,-0.8,3.5,2.7
sindarius,thornwell,30.3,0.59,0.51,0.337,0.59,637,8.1,16.1,12.0,19.3,3.6,3.4,11.9,29.5,4.4,2.8,7.2,0.27399999999999897,9.5,6.7,16.2
monte,morris,24.7,0.555,0.523,0.308,0.239,645,3.7,11.3,7.6,32.0,2.4,0.8,7.5,22.8,4.8,1.7,6.5,0.21,7.8,2.9,10.7
edmond,sumner,21.2,0.57,0.507,0.209,0.645,327,1.8,13.6,7.7,30.2,2.3,2.7,17.4,24.0,1.8,0.9,2.7,0.155,4.3,3.6,7.9
kadeem,allen,16.7,0.57,0.521,0.318,0.49200000000000005,340,1.5,13.8,8.1,17.8,3.1,2.3,18.3,18.1,1.7,2.0,3.8,0.14800000000000002,3.3,5.8,9.1
alec,peters,28.8,0.594,0.528,0.342,0.415,625,8.5,23.3,16.2,14.8,1.3,1.2,11.2,30.8,4.2,1.9,6.1,0.24100000000000002,6.0,0.5,6.4
nigel,williams-goss,25.2,0.594,0.5329999999999989,0.258,0.4,661,2.2,15.6,9.8,25.6,2.9,0.2,13.1,24.6,4.5,3.6,8.1,0.26,6.3,5.5,11.8
jabari,bird,16.5,0.562,0.542,0.56,0.17300000000000001,331,3.5,13.2,8.4,7.7,1.3,0.8,12.7,23.6,1.5,1.6,3.1,0.142,3.4,1.6,5.0
jaron,blossomgame,23.0,0.561,0.526,0.213,0.381,538,5.9,15.5,10.6,9.7,1.4,2.9,9.7,25.8,3.2,1.1,4.3,0.151,4.1,1.5,5.6
ben,simmons,29.0,0.6,0.561,0.008,0.769,674,9.6,26.8,18.2,27.4,3.1,2.5,17.4,26.4,3.9,2.1,6.0,0.207,6.3,5.3,11.6
brandon,ingram,22.5,0.552,0.525,0.40299999999999897,0.35100000000000003,591,6.0,15.5,10.8,11.4,1.9,3.6,11.3,25.6,3.4,1.5,4.9,0.157,4.6,2.9,7.5
jaylen,brown,17.6,0.518,0.47100000000000003,0.27,0.574,477,4.5,16.5,10.8,15.3,1.7,2.2,17.9,31.4,1.0,1.8,2.7,0.11699999999999901,0.3,3.3,3.6
kris,dunn,23.2,0.541,0.499,0.275,0.462,576,3.5,14.7,9.0,41.8,4.3,1.9,18.8,28.0,2.2,2.3,4.5,0.166,5.6,5.7,11.3
buddy,hield,28.2,0.665,0.623,0.536,0.33299999999999896,803,4.0,13.0,8.8,12.7,1.8,1.4,14.0,30.2,5.6,2.0,7.6,0.23199999999999898,10.3,1.2,11.5
jamal,murray,22.7,0.59,0.558999999999999,0.515,0.28300000000000003,649,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.1,4.4,1.8,6.1,0.193999999999999,8.1,1.1,9.1
marquese,chriss,21.7,0.585,0.561,0.17800000000000002,0.382,428,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,1.9,1.2,3.1,0.14800000000000002,2.8,3.1,5.9
jakob,poeltl,31.1,0.665,0.645999999999999,0.0,0.674,597,11.9,22.1,17.4,13.9,1.1,5.0,13.7,25.7,4.9,1.9,6.8,0.251,6.8,4.4,11.2
domantas,sabonis,29.3,0.654,0.618,0.036000000000000004,0.499,617,11.7,28.2,20.7,11.3,1.1,2.7,16.0,25.6,4.6,2.8,7.5,0.26,5.0,4.0,9.0
taurean,prince,20.8,0.537,0.493,0.33899999999999897,0.337,509,9.2,14.8,12.0,14.8,2.4,2.7,15.3,28.1,2.4,1.4,3.8,0.14800000000000002,4.9,2.4,7.4
denzel,valentine,29.7,0.608,0.579,0.527,0.214,622,3.0,21.2,12.8,45.8,1.9,0.7,14.8,28.4,5.0,2.2,7.3,0.284,12.2,4.4,16.5
wade,baldwin,20.7,0.5710000000000001,0.49200000000000005,0.32,0.614,505,1.5,11.6,7.0,33.7,2.3,1.0,18.2,25.3,2.7,1.8,4.5,0.179,5.1,3.0,8.2
henry,ellenson,20.9,0.534,0.48,0.239,0.439,536,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,2.0,2.0,4.0,0.14300000000000002,0.9,2.7,3.6
malik,beasley,20.8,0.583,0.541,0.361,0.326,483,5.0,15.1,10.1,9.8,1.8,0.6,11.5,24.3,2.9,1.1,4.0,0.158,5.0,0.7,5.7
caris,levert,28.8,0.636,0.596,0.401,0.42,253,2.4,18.8,10.6,33.3,2.0,0.7,11.4,25.6,2.2,0.7,2.8,0.243,9.4,2.5,11.9
deandre,bembry,22.3,0.539,0.513,0.258,0.358,641,4.3,17.9,11.3,24.1,2.2,2.5,11.2,24.4,3.4,2.5,5.8,0.174,4.6,4.5,9.1
malachi,richardson,13.8,0.51,0.465,0.544,0.381,459,1.7,12.1,6.9,12.8,2.0,0.9,14.0,23.1,1.5,1.8,3.3,0.10400000000000001,1.5,1.5,3.0
brice,johnson,33.0,0.653,0.617,0.0,0.41700000000000004,613,11.7,28.5,20.4,9.7,2.2,5.5,11.8,25.0,5.0,2.6,7.6,0.272,7.3,6.2,13.4
pascal,siakam,31.5,0.569,0.542,0.0289999999999999,0.396,649,13.4,23.6,18.8,12.0,1.7,6.5,10.0,29.1,4.4,3.4,7.8,0.265,3.4,4.6,8.0
skal,labissiere,18.5,0.54,0.516,0.011000000000000001,0.326,214,7.3,14.6,11.1,3.6,0.9,10.3,13.1,22.1,0.9,1.1,2.0,0.142,-0.4,5.6,5.2
dejounte,murray,16.8,0.485,0.451,0.243,0.342,565,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.9,1.2,1.6,2.8,0.098,1.8,2.5,4.3
damian,jones,23.4,0.584,0.59,0.01,0.5379999999999989,426,9.9,17.3,13.9,10.2,0.5,5.9,14.2,26.8,2.0,1.7,3.8,0.175,2.2,4.5,6.7
deyonta,davis,23.9,0.601,0.598,0.0,0.191,242,13.5,19.0,16.5,7.5,0.8,10.2,12.1,19.2,1.7,1.6,3.3,0.204,3.2,7.5,10.8
cheick,diallo,20.5,0.5720000000000001,0.569,0.0,0.466,74,10.5,27.0,19.4,0.9,2.0,11.9,19.4,21.7,0.2,0.6,0.8,0.159,-2.7,6.9,4.2
tyler,ulis,23.9,0.5670000000000001,0.49700000000000005,0.36200000000000004,0.441,666,1.7,7.1,4.6,34.3,2.3,0.3,11.4,23.2,5.4,1.7,7.1,0.221,8.5,1.0,9.6
malcolm,brogdon,25.1,0.585,0.532,0.382,0.31,627,2.1,13.3,7.9,19.5,1.8,0.9,8.3,28.4,4.9,2.1,7.0,0.222,8.5,2.6,11.1
chinanu,onuaku,26.4,0.62,0.62,0.005,0.253,314,13.7,25.8,19.8,12.9,1.9,9.6,20.8,20.5,1.8,2.3,4.2,0.218,3.6,10.2,13.9
patrick,mccaw,21.3,0.591,0.56,0.515,0.294,482,3.6,12.4,8.0,22.7,3.9,1.2,14.2,20.3,2.7,2.2,5.0,0.179,5.1,3.3,8.4
